crop,temperature,humidity,rainfall,wind_speed,soil_ph,n_content,p_content,k_content,crop_health_score,health_status,risk_level,primary_risk_factor
Pigeonpeas,19.79,95.28,2.23,33.81,6.9,25.7,62.0,87.2,30.6,High Risk,High,Humidity Deviation
Pigeonpeas,20.01,13.04,269.2,57.92,7.04,48.8,85.5,20.7,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,29.81,48.85,64.2,11.87,6.76,115.7,37.0,85.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,34.15,69.53,121.73,18.99,6.12,99.6,64.7,38.9,87.2,Healthy,Low,Temperature Deviation
Pigeonpeas,26.88,59.91,85.56,10.46,6.16,22.7,46.8,36.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,13.78,94.9,234.79,32.23,6.58,81.2,49.7,18.4,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,25.4,39.29,124.79,29.6,7.1,55.3,72.3,67.9,87.8,Healthy,Low,Humidity Deviation
Pigeonpeas,30.65,61.4,61.84,5.14,6.2,118.6,48.5,50.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.08,47.08,90.86,10.71,7.97,110.5,11.5,32.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,28.6,56.2,53.67,13.97,8.24,50.7,86.4,103.9,96.3,Healthy,Low,Optimal Conditions
Pigeonpeas,26.59,53.45,95.16,10.43,7.07,106.3,43.3,87.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,24.79,53.03,109.47,12.57,6.51,88.1,47.5,96.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,12.43,94.37,254.92,46.98,6.74,47.6,80.5,74.8,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,29.54,34.31,72.69,22.57,7.74,106.1,32.9,41.6,87.2,Healthy,Low,Humidity Deviation
Pigeonpeas,33.86,47.29,111.34,13.82,7.87,94.2,79.7,59.6,92.1,Healthy,Low,Temperature Deviation
Pigeonpeas,29.89,75.58,35.16,17.66,6.12,38.2,89.9,111.2,77.1,Healthy,Low,Rainfall Deviation
Pigeonpeas,37.73,94.98,241.19,25.33,7.09,114.8,79.2,63.4,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,30.87,69.53,63.16,6.17,7.3,84.1,57.1,48.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.96,48.79,77.06,13.74,6.48,85.1,67.2,21.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,32.61,34.89,120.23,17.9,7.2,36.9,58.9,36.5,81.7,Healthy,Low,Humidity Deviation
Pigeonpeas,20.19,46.32,28.35,17.19,6.45,53.9,63.1,47.4,81.5,Healthy,Low,Rainfall Deviation
Pigeonpeas,14.98,93.07,3.24,39.41,7.19,136.2,44.3,98.0,8.1,High Risk,High,Humidity Deviation
Pigeonpeas,22.73,68.41,95.6,17.95,6.27,104.6,61.2,65.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,24.98,60.44,93.87,6.75,7.02,71.1,72.9,19.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,20.2,30.42,73.53,18.2,7.96,74.6,55.5,73.9,82.5,Healthy,Low,Humidity Deviation
Pigeonpeas,24.26,51.04,94.15,19.0,6.49,31.0,50.5,56.0,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,31.06,68.5,102.52,9.21,6.28,91.1,32.5,36.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,16.79,77.68,42.32,27.21,6.49,78.4,40.3,36.2,66.9,At Risk,Moderate,Humidity Deviation
Pigeonpeas,27.27,35.12,131.9,11.98,6.05,81.7,16.1,108.6,80.2,Healthy,Low,Humidity Deviation
Pigeonpeas,11.38,94.72,182.22,58.75,7.14,92.8,56.7,94.0,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,30.65,64.78,102.51,12.28,7.6,74.9,20.4,46.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,21.99,51.03,84.93,11.33,6.76,128.8,72.3,15.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,36.64,46.17,85.08,24.44,8.24,34.2,71.7,53.3,81.4,Healthy,Low,Temperature Deviation
Pigeonpeas,38.97,17.4,0.83,36.17,6.27,62.7,34.4,118.9,5.8,High Risk,High,Rainfall Deviation
Pigeonpeas,11.82,10.86,3.23,45.54,7.28,60.4,78.2,34.2,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,11.34,92.26,180.31,44.1,7.85,78.0,80.9,60.0,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,37.28,89.39,6.11,46.55,6.44,43.3,45.8,116.2,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,43.72,95.46,274.57,55.85,7.83,105.8,13.1,17.4,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,31.0,50.43,95.06,19.7,8.16,68.0,64.5,94.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,19.87,67.12,83.65,31.6,6.49,117.8,72.5,89.0,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,27.01,49.66,65.31,10.28,7.9,87.7,71.1,108.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,18.62,35.9,96.33,20.17,6.02,100.5,24.1,107.2,84.3,Healthy,Low,Humidity Deviation
Pigeonpeas,24.68,67.58,118.25,17.28,7.38,131.2,36.4,22.2,97.0,Healthy,Low,Optimal Conditions
Pigeonpeas,38.21,89.15,174.26,57.44,7.87,125.2,86.0,105.0,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,17.96,93.31,1.31,50.0,7.39,103.3,76.7,30.9,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,33.59,20.11,235.59,39.38,6.53,35.6,85.3,45.6,17.2,High Risk,High,Rainfall Deviation
Pigeonpeas,26.83,73.17,88.02,15.69,6.17,137.8,78.4,22.3,95.3,Healthy,Low,Optimal Conditions
Pigeonpeas,23.15,64.38,95.7,14.46,8.1,24.4,22.9,34.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,27.42,50.24,84.13,15.28,7.37,54.8,43.1,50.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,43.55,13.08,172.97,37.07,8.0,139.6,26.2,84.0,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,28.74,34.36,77.91,27.61,7.36,109.9,52.1,118.6,87.2,Healthy,Low,Humidity Deviation
Pigeonpeas,28.63,45.15,66.28,15.83,7.75,24.7,36.7,27.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,14.14,18.46,199.45,39.97,7.43,22.9,67.9,48.0,9.5,High Risk,High,Rainfall Deviation
Pigeonpeas,27.37,51.18,92.94,6.92,7.49,106.1,66.0,96.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,34.22,89.07,112.07,29.83,7.79,112.4,11.7,34.3,61.8,At Risk,Moderate,Humidity Deviation
Pigeonpeas,24.75,81.29,82.65,12.97,6.87,75.6,28.8,107.9,83.1,Healthy,Low,Humidity Deviation
Pigeonpeas,23.65,76.92,85.14,11.5,8.13,79.7,14.5,28.2,89.6,Healthy,Low,Humidity Deviation
Pigeonpeas,24.69,85.72,105.95,26.32,8.28,83.9,52.6,117.3,76.4,Healthy,Low,Humidity Deviation
Pigeonpeas,24.76,62.42,84.66,16.53,6.95,102.7,71.6,82.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.19,69.16,65.21,15.58,7.81,101.0,19.0,22.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,34.63,88.55,51.74,19.73,7.11,130.7,25.7,48.7,56.8,At Risk,Moderate,Humidity Deviation
Pigeonpeas,30.77,64.42,89.54,9.72,6.47,59.7,84.4,110.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,23.91,67.11,82.31,5.58,6.8,92.9,85.6,59.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,24.61,46.43,104.94,5.5,6.0,93.7,22.3,46.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,22.11,84.8,84.62,24.9,7.96,77.6,60.6,46.3,77.8,Healthy,Low,Humidity Deviation
Pigeonpeas,9.67,10.07,4.32,48.56,6.95,51.5,80.4,101.6,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,20.45,50.15,110.49,11.48,6.01,93.6,59.4,42.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,24.06,53.85,98.85,19.09,7.35,67.0,33.6,102.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,25.2,61.63,72.53,7.02,7.5,91.9,59.5,117.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,31.83,46.17,62.02,17.88,6.74,62.9,14.1,15.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,38.22,74.27,86.63,20.73,7.6,49.8,36.2,88.5,68.7,At Risk,Moderate,Temperature Deviation
Pigeonpeas,26.26,58.47,105.85,11.03,6.48,40.9,33.5,44.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,35.71,85.43,97.7,20.09,6.6,101.9,54.9,118.0,62.0,At Risk,Moderate,Humidity Deviation
Pigeonpeas,26.73,67.5,61.98,12.47,6.49,135.0,63.2,43.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,19.8,15.14,228.6,54.6,6.7,64.4,74.1,100.5,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,26.65,61.98,94.43,13.01,7.94,121.0,77.9,43.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,21.68,65.66,63.03,7.03,8.13,35.0,19.7,110.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,30.58,54.44,78.68,7.03,8.11,111.4,28.1,91.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.29,51.36,102.53,12.67,8.12,90.2,50.3,87.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.9,62.24,35.21,22.04,7.49,86.3,85.6,16.7,85.5,Healthy,Low,Rainfall Deviation
Pigeonpeas,20.88,69.09,71.7,16.1,6.34,26.3,25.3,44.0,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,24.3,65.99,54.09,30.03,6.48,127.4,43.8,111.4,96.6,Healthy,Low,Optimal Conditions
Pigeonpeas,12.72,10.97,0.63,29.89,7.98,51.5,65.1,78.8,9.9,High Risk,High,Rainfall Deviation
Pigeonpeas,24.43,58.67,105.59,7.76,6.79,139.3,73.2,55.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.01,59.59,72.92,15.68,7.24,64.0,33.2,44.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,22.39,59.56,43.41,21.41,7.14,53.0,14.1,36.6,90.3,Healthy,Low,Rainfall Deviation
Pigeonpeas,21.1,45.0,78.2,18.88,6.28,21.7,56.3,100.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,14.25,96.63,203.27,46.67,7.19,127.4,12.4,94.9,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,31.15,40.4,61.76,10.51,8.03,83.9,48.7,75.3,94.5,Healthy,Low,Humidity Deviation
Pigeonpeas,20.13,69.42,121.12,23.66,8.04,110.7,73.7,65.4,96.0,Healthy,Low,Optimal Conditions
Pigeonpeas,37.92,80.77,40.04,28.24,8.28,39.6,69.2,54.9,48.5,High Risk,High,Temperature Deviation
Pigeonpeas,21.66,50.22,102.58,13.22,8.05,129.1,22.1,81.0,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,23.29,49.33,101.94,10.47,8.28,37.0,28.3,82.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,20.1,23.27,178.68,31.34,7.79,61.6,50.5,93.0,49.0,High Risk,High,Humidity Deviation
Pigeonpeas,22.03,69.21,95.68,8.47,7.32,42.6,79.2,62.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,15.1,93.95,171.93,45.8,7.17,103.8,39.5,30.0,9.1,High Risk,High,Humidity Deviation
Pigeonpeas,26.84,57.43,71.8,8.32,7.34,32.8,20.9,41.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,10.11,20.54,8.41,45.65,8.14,23.7,52.5,40.9,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,22.81,67.57,81.28,8.54,8.13,58.6,67.9,71.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,28.26,64.68,54.31,10.95,7.23,27.9,51.3,37.6,96.7,Healthy,Low,Optimal Conditions
Pigeonpeas,38.1,15.17,206.0,46.98,6.71,136.3,69.4,89.7,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,22.23,68.22,43.9,17.93,7.19,44.0,31.9,82.9,90.6,Healthy,Low,Rainfall Deviation
Pigeonpeas,16.48,28.18,47.05,23.8,6.15,90.7,63.3,26.1,59.9,At Risk,Moderate,Humidity Deviation
Pigeonpeas,26.33,67.61,142.05,17.83,7.7,129.4,77.5,23.8,88.3,Healthy,Low,Rainfall Deviation
Pigeonpeas,18.48,70.63,101.26,27.68,6.95,120.3,73.7,27.7,93.7,Healthy,Low,Temperature Deviation
Pigeonpeas,21.1,69.8,39.15,31.75,8.27,125.5,29.1,94.0,87.8,Healthy,Low,Rainfall Deviation
Pigeonpeas,31.0,50.6,82.05,14.65,6.84,48.6,73.4,100.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,27.42,36.98,118.81,28.94,7.02,114.9,44.4,87.6,87.2,Healthy,Low,Humidity Deviation
Pigeonpeas,16.23,86.23,105.1,18.27,7.32,120.1,63.5,26.6,62.5,At Risk,Moderate,Humidity Deviation
Pigeonpeas,20.28,58.49,46.9,30.36,6.34,75.0,44.5,58.2,92.4,Healthy,Low,Rainfall Deviation
Pigeonpeas,15.32,10.06,7.93,42.54,7.82,51.3,80.6,46.2,11.9,High Risk,High,Rainfall Deviation
Pigeonpeas,14.69,90.98,4.72,47.46,8.12,55.4,53.2,74.2,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,24.42,64.23,106.48,14.51,7.12,110.0,89.8,23.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,29.21,71.47,139.55,18.18,7.56,74.4,24.5,111.7,87.1,Healthy,Low,Rainfall Deviation
Pigeonpeas,20.1,56.42,60.3,16.91,6.85,93.8,71.3,17.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,32.94,71.78,101.0,29.35,7.19,65.0,27.8,100.5,93.6,Healthy,Low,Optimal Conditions
Pigeonpeas,27.25,57.79,73.16,16.82,6.69,114.5,42.8,18.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,31.26,76.82,64.72,10.99,6.13,58.2,64.2,89.0,89.8,Healthy,Low,Humidity Deviation
Pigeonpeas,11.7,16.58,220.85,56.55,6.17,125.5,52.2,84.9,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,16.01,12.02,273.85,25.58,7.7,57.8,66.1,104.8,16.0,High Risk,High,Rainfall Deviation
Pigeonpeas,36.42,89.4,49.85,27.0,7.19,126.4,72.6,30.2,47.3,High Risk,High,Humidity Deviation
Pigeonpeas,20.29,54.23,62.73,11.75,6.56,79.8,22.7,72.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,14.93,94.36,9.87,44.89,6.03,93.4,38.4,119.3,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,28.51,34.05,131.0,24.53,8.0,59.9,27.2,24.4,79.2,Healthy,Low,Humidity Deviation
Pigeonpeas,21.79,67.81,69.03,6.41,6.92,40.4,20.4,53.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,37.41,95.58,0.99,55.5,6.65,113.3,80.9,37.2,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,37.09,10.32,238.68,30.04,6.79,81.1,41.9,88.5,9.7,High Risk,High,Rainfall Deviation
Pigeonpeas,15.94,39.27,59.13,29.46,6.16,130.5,70.5,26.8,78.4,Healthy,Low,Temperature Deviation
Pigeonpeas,30.8,56.65,109.94,14.53,7.58,76.1,45.0,99.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,25.98,54.77,69.81,17.73,6.51,56.2,57.4,49.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,20.05,65.03,84.72,7.94,7.64,98.7,40.1,75.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.75,33.69,53.01,21.85,7.73,137.7,76.7,79.3,82.4,Healthy,Low,Humidity Deviation
Pigeonpeas,35.11,40.69,75.63,15.83,7.71,64.0,27.6,110.5,82.4,Healthy,Low,Temperature Deviation
Pigeonpeas,30.97,69.03,80.32,15.77,6.91,98.8,71.7,82.0,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,23.7,66.54,88.2,18.52,6.96,51.6,58.7,108.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,37.11,74.96,127.13,31.67,7.41,36.1,75.1,73.6,65.9,At Risk,Moderate,Temperature Deviation
Pigeonpeas,22.83,57.97,94.59,18.16,7.38,69.8,60.6,67.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,38.66,87.68,35.69,30.43,7.04,26.2,32.7,104.9,32.7,High Risk,High,Temperature Deviation
Pigeonpeas,32.89,64.45,73.85,13.5,7.5,60.0,14.5,38.8,96.4,Healthy,Low,Optimal Conditions
Pigeonpeas,17.65,53.54,111.31,14.49,7.68,40.7,69.2,71.8,91.3,Healthy,Low,Temperature Deviation
Pigeonpeas,41.01,94.85,1.05,38.73,6.56,117.7,87.4,35.5,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,33.0,57.54,28.09,10.1,8.0,51.4,29.0,72.7,77.4,Healthy,Low,Rainfall Deviation
Pigeonpeas,23.46,57.9,109.09,7.3,6.1,105.0,59.3,47.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,30.41,53.03,89.65,11.38,7.21,126.6,45.8,101.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,30.07,49.38,121.22,25.04,8.02,98.2,23.7,17.7,95.9,Healthy,Low,Optimal Conditions
Pigeonpeas,30.9,59.19,102.43,8.51,7.63,107.8,74.8,71.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,33.69,67.2,83.59,16.81,7.79,105.9,87.1,53.5,93.2,Healthy,Low,Temperature Deviation
Pigeonpeas,21.24,64.69,68.27,19.3,6.73,97.7,46.0,38.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,31.77,35.56,99.32,27.24,7.16,47.7,78.3,43.4,88.7,Healthy,Low,Humidity Deviation
Pigeonpeas,20.76,69.44,99.77,7.22,7.13,60.4,12.6,112.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,33.9,22.76,165.89,55.8,7.5,63.0,68.3,95.5,20.4,High Risk,High,Humidity Deviation
Pigeonpeas,8.7,10.24,175.56,31.56,7.2,129.7,31.7,69.6,6.6,High Risk,High,Temperature Deviation
Pigeonpeas,31.77,50.51,65.47,7.14,6.84,86.3,63.4,74.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,32.4,90.6,245.27,58.42,7.01,110.1,55.6,48.4,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,34.79,88.4,7.69,53.44,8.2,125.8,68.2,77.8,5.7,High Risk,High,Rainfall Deviation
Pigeonpeas,23.19,62.77,80.06,9.88,6.24,28.4,26.8,102.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,23.9,65.58,45.27,29.11,8.22,45.6,35.2,49.5,91.4,Healthy,Low,Rainfall Deviation
Pigeonpeas,20.47,18.39,4.57,55.18,6.66,73.0,24.3,40.0,12.7,High Risk,High,Rainfall Deviation
Pigeonpeas,30.82,60.65,89.4,19.2,7.82,21.9,19.9,41.0,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,30.01,64.25,67.27,13.01,6.25,40.7,29.4,110.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,30.99,63.77,97.47,17.05,6.22,117.8,30.2,118.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,34.44,94.48,255.05,43.23,6.2,131.4,35.0,37.0,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,18.8,63.22,92.34,30.92,7.3,107.3,29.8,83.9,95.8,Healthy,Low,Optimal Conditions
Pigeonpeas,15.32,43.81,142.97,30.53,7.49,96.0,29.2,48.0,70.2,At Risk,Moderate,Temperature Deviation
Pigeonpeas,27.77,82.04,135.13,11.9,7.98,26.0,37.0,73.3,72.8,At Risk,Moderate,Humidity Deviation
Pigeonpeas,31.49,57.61,96.69,15.53,7.92,123.7,47.3,105.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,22.53,71.96,49.04,16.06,6.57,99.2,18.3,38.8,90.7,Healthy,Low,Rainfall Deviation
Pigeonpeas,26.14,64.64,85.53,9.28,7.93,78.2,65.2,118.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,46.63,20.89,168.75,43.36,6.34,31.2,23.4,94.3,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,31.1,54.21,68.45,17.38,7.05,66.6,36.4,49.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,16.93,77.83,69.41,27.5,7.57,131.1,11.9,117.8,77.5,Healthy,Low,Humidity Deviation
Pigeonpeas,28.98,51.98,80.73,18.14,7.03,126.2,53.9,42.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,13.93,61.87,53.04,20.79,6.0,123.0,46.9,70.8,74.7,At Risk,Moderate,Temperature Deviation
Pigeonpeas,17.39,75.35,120.55,16.06,7.2,110.8,37.5,97.7,79.0,Healthy,Low,Temperature Deviation
Pigeonpeas,9.89,14.62,5.05,48.32,7.02,105.5,26.4,42.3,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,24.76,67.62,79.43,9.32,7.62,124.4,29.5,99.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,22.97,56.82,63.34,17.93,8.01,101.3,34.2,32.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,28.24,31.97,73.23,23.03,7.36,99.2,58.2,79.3,84.4,Healthy,Low,Humidity Deviation
Pigeonpeas,21.09,54.22,98.42,5.57,7.59,137.7,44.9,37.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,30.26,48.68,62.16,12.28,6.88,135.2,47.0,102.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,9.09,96.9,245.43,36.2,8.13,88.0,30.7,62.5,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,18.0,24.0,3.31,26.78,7.71,127.2,56.6,57.3,34.7,High Risk,High,Rainfall Deviation
Pigeonpeas,15.76,30.54,142.97,23.16,6.59,99.2,82.7,52.7,55.8,At Risk,Moderate,Humidity Deviation
Pigeonpeas,31.6,64.16,62.49,13.42,6.54,54.4,17.0,39.3,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,14.73,32.53,25.33,14.06,6.92,65.7,30.3,113.4,46.4,High Risk,High,Rainfall Deviation
Pigeonpeas,36.03,47.12,41.78,11.14,7.89,133.5,71.8,94.7,73.3,At Risk,Moderate,Temperature Deviation
Pigeonpeas,27.69,61.78,72.86,16.08,6.34,55.2,57.2,71.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,25.2,88.46,21.59,10.05,6.13,62.0,74.6,68.0,49.9,High Risk,High,Humidity Deviation
Pigeonpeas,20.66,54.9,61.81,7.59,8.02,111.4,89.7,108.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,11.37,19.92,7.75,53.91,7.89,90.3,40.4,73.6,5.0,High Risk,High,Rainfall Deviation
Pigeonpeas,21.53,93.07,4.34,38.81,8.04,43.3,37.8,83.9,27.2,High Risk,High,Humidity Deviation
Pigeonpeas,14.31,75.06,117.67,27.7,6.14,117.6,87.6,60.1,69.7,At Risk,Moderate,Temperature Deviation
Pigeonpeas,21.31,53.67,66.53,8.45,7.51,69.9,82.1,63.7,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,21.66,62.33,91.7,15.62,6.78,129.8,19.1,18.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,18.06,38.17,125.63,26.47,8.19,104.8,72.2,59.9,79.3,Healthy,Low,Humidity Deviation
Pigeonpeas,30.06,73.39,65.18,12.36,7.5,94.6,31.1,59.3,94.9,Healthy,Low,Humidity Deviation
Pigeonpeas,24.35,68.36,33.83,18.16,6.33,119.3,72.6,33.4,84.7,Healthy,Low,Rainfall Deviation
Pigeonpeas,26.84,51.23,62.78,16.48,6.21,101.3,22.0,15.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,26.37,35.62,86.02,13.4,6.77,137.5,26.9,81.3,88.7,Healthy,Low,Humidity Deviation
Pigeonpeas,12.66,89.81,5.44,35.59,7.08,132.7,79.8,114.4,11.9,High Risk,High,Rainfall Deviation
Pigeonpeas,25.79,62.83,96.64,13.25,7.89,25.1,25.8,49.4,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,20.12,87.03,84.53,20.86,6.07,74.6,82.2,67.3,74.5,At Risk,Moderate,Humidity Deviation
Pigeonpeas,23.17,46.22,104.1,8.6,6.15,135.7,49.0,57.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,15.92,11.53,8.03,44.72,7.62,85.8,33.9,88.0,10.8,High Risk,High,Rainfall Deviation
Pigeonpeas,27.36,69.16,82.75,25.68,8.09,80.8,10.1,18.6,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,29.37,50.04,65.08,17.91,6.53,80.3,37.2,109.1,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,22.97,47.31,137.29,10.22,6.16,102.1,24.6,70.5,90.1,Healthy,Low,Rainfall Deviation
Pigeonpeas,30.02,62.02,81.78,8.37,7.52,62.2,57.1,85.2,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,20.59,57.33,67.91,6.35,6.2,104.3,82.4,112.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,16.42,13.73,9.43,54.81,7.23,111.9,22.0,93.1,5.0,High Risk,High,Humidity Deviation
Pigeonpeas,22.34,60.87,76.03,11.16,7.9,88.5,41.9,63.9,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,40.04,90.93,5.91,38.17,6.18,44.1,68.3,118.9,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,34.31,95.78,168.94,53.99,6.67,69.6,63.2,73.6,9.3,High Risk,High,Humidity Deviation
Pigeonpeas,29.17,31.95,50.53,18.72,7.67,56.5,33.8,80.7,78.8,Healthy,Low,Humidity Deviation
Pigeonpeas,28.54,58.69,81.7,10.89,6.51,48.8,50.0,35.8,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,16.44,89.89,70.59,29.87,7.27,38.3,62.7,92.2,57.7,At Risk,Moderate,Humidity Deviation
Pigeonpeas,34.39,70.58,104.44,21.71,7.08,79.3,23.5,55.4,89.6,Healthy,Low,Temperature Deviation
Pigeonpeas,30.3,84.59,44.27,20.14,6.74,92.6,73.1,109.7,68.9,At Risk,Moderate,Humidity Deviation
Pigeonpeas,24.75,39.08,112.18,22.06,6.65,68.9,50.3,67.7,92.1,Healthy,Low,Humidity Deviation
Pigeonpeas,41.51,13.94,2.76,57.53,7.87,60.2,65.5,64.7,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,20.92,92.31,7.13,28.06,7.56,44.0,61.4,52.3,35.7,High Risk,High,Humidity Deviation
Pigeonpeas,27.49,61.16,87.01,10.23,8.1,101.6,54.4,65.5,98.0,Healthy,Low,Optimal Conditions
Pigeonpeas,44.9,15.94,8.18,43.43,6.44,132.5,82.6,42.5,5.0,High Risk,High,Temperature Deviation
Pigeonpeas,17.68,74.08,31.08,31.08,7.27,58.1,31.5,48.3,68.9,At Risk,Moderate,Rainfall Deviation
